Tract,Average,nVoxels
AverageFA,0.432385,117139
GCC,0.73175,1834
BCC,0.659003,3173
SCC,0.722354,2311
FX,0.440755,222
CST-R,0.497544,310
CST-L,0.495209,332
ML-R,0.583668,190
ML-L,0.567853,172
ICP-R,0.509105,254
ICP-L,0.507953,239
SCP-R,0.587766,238
SCP-L,0.569352,236
CP-R,0.646746,572
CP-L,0.667998,528
ALIC-R,0.575562,791
ALIC-L,0.591606,719
PLIC-R,0.647826,892
PLIC-L,0.659093,883
RLIC-R,0.586283,770
RLIC-L,0.628343,726
ACR-R,0.553142,1560
ACR-L,0.536243,1569
SCR-R,0.504738,1416
SCR-L,0.503871,1362
PCR-R,0.529393,760
PCR-L,0.493603,677
PTR-R,0.612263,1009
PTR-L,0.623742,978
SS-R,0.569703,646
SS-L,0.582342,648
EC-R,0.45025,1451
EC-L,0.44473,1445
CGC-R,0.508897,287
CGC-L,0.588726,307
CGH-R,0.524234,261
CGH-L,0.555413,263
FX/ST-R,0.560932,310
FX/ST-L,0.543056,396
SLF-R,0.509996,1770
SLF-L,0.487889,1733
SFO-R,0.523483,98
SFO-L,0.488982,95
IFO-R,0.495861,48
IFO-L,0.473016,40
UNC-R,0.580358,74
UNC-L,0.499972,51
