Tract,Average,nVoxels
AverageFA,0.390172,117132
GCC,0.664261,1834
BCC,0.587091,3173
SCC,0.688617,2311
FX,0.414729,222
CST-R,0.548264,310
CST-L,0.531607,332
ML-R,0.531089,190
ML-L,0.534819,172
ICP-R,0.442949,254
ICP-L,0.441128,239
SCP-R,0.525873,238
SCP-L,0.536775,236
CP-R,0.657957,572
CP-L,0.64974,528
ALIC-R,0.552162,791
ALIC-L,0.536266,719
PLIC-R,0.684687,892
PLIC-L,0.677711,883
RLIC-R,0.580088,770
RLIC-L,0.57006,726
ACR-R,0.46054,1560
ACR-L,0.454491,1569
SCR-R,0.480713,1416
SCR-L,0.49891,1362
PCR-R,0.464302,760
PCR-L,0.452085,677
PTR-R,0.543152,1009
PTR-L,0.535117,978
SS-R,0.48809,646
SS-L,0.476435,648
EC-R,0.424244,1451
EC-L,0.397067,1445
CGC-R,0.46675,287
CGC-L,0.547627,307
CGH-R,0.44088,261
CGH-L,0.414251,263
FX/ST-R,0.480065,310
FX/ST-L,0.467511,396
SLF-R,0.467205,1770
SLF-L,0.433484,1733
SFO-R,0.541401,98
SFO-L,0.488512,95
IFO-R,0.45694,48
IFO-L,0.473098,40
UNC-R,0.444806,74
UNC-L,0.375317,51
