Tract,Average,nVoxels
ACR-L,0.391099,1569
ACR-R,0.416671,1560
ALIC-L,0.502728,719
ALIC-R,0.53085,791
AverageFA,0.365158,117138
BCC,0.534365,3173
CGC,0.44815,594
CGC-L,0.474536,307
CGC-R,0.419925,287
CR,0.456232,7344
CR-L,0.44137,3608
CR-R,0.470585,3736
CST,0.474313,642
CST-L,0.475786,332
CST-R,0.472736,310
EC,0.382611,2896
EC-L,0.388782,1445
EC-R,0.376465,1451
FX,0.250418,222
GCC,0.6409,1834
IC,0.583712,4781
IC-L,0.574151,2328
IC-R,0.592786,2453
IFO,0.465769,88
IFO-L,0.47912,40
IFO-R,0.454644,48
PCR-L,0.434174,677
PCR-R,0.464278,760
PLIC-L,0.664351,883
PLIC-R,0.679967,892
PTR,0.451133,1987
PTR-L,0.440762,978
PTR-R,0.461185,1009
RLIC-L,0.535179,726
RLIC-R,0.555417,770
SCC,0.652652,2311
SCR-L,0.502858,1362
SCR-R,0.533366,1416
SFO,0.435711,193
SFO-L,0.42962,95
SFO-R,0.441615,98
SLF,0.439266,3503
SLF-L,0.443375,1733
SLF-R,0.435243,1770
SS,0.441894,1294
SS-L,0.445515,648
SS-R,0.438262,646
UNC-L,0.572717,51
UNC-R,0.528771,74
