Tract,Average,nVoxels
ACR-L,0.490415,1569
ACR-R,0.497791,1560
ALIC-L,0.576939,719
ALIC-R,0.590809,791
AverageFA,0.42371,117138
BCC,0.646397,3173
CGC,0.536095,594
CGC-L,0.560018,307
CGC-R,0.510505,287
CR,0.480574,7344
CR-L,0.480443,3608
CR-R,0.480701,3736
CST,0.57562,642
CST-L,0.555948,332
CST-R,0.596687,310
EC,0.422572,2896
EC-L,0.417869,1445
EC-R,0.427255,1451
FX,0.467863,222
GCC,0.716288,1834
IC,0.626981,4781
IC-L,0.629001,2328
IC-R,0.625064,2453
IFO,0.408021,88
IFO-L,0.386848,40
IFO-R,0.425666,48
PCR-L,0.470162,677
PCR-R,0.465217,760
PLIC-L,0.708746,883
PLIC-R,0.687829,892
PTR,0.591404,1987
PTR-L,0.590657,978
PTR-R,0.592128,1009
RLIC-L,0.58357,726
RLIC-R,0.587543,770
SCC,0.726452,2311
SCR-L,0.474066,1362
SCR-R,0.470183,1416
SFO,0.455697,193
SFO-L,0.457784,95
SFO-R,0.453673,98
SLF,0.512234,3503
SLF-L,0.507369,1733
SLF-R,0.516998,1770
SS,0.544877,1294
SS-L,0.543963,648
SS-R,0.545794,646
UNC-L,0.414084,51
UNC-R,0.517709,74
