Tract,Average,nVoxels
ACR-L,0.504586,1569
ACR-R,0.499403,1560
ALIC-L,0.572419,719
ALIC-R,0.585863,791
AverageFA,0.417483,117139
BCC,0.609163,3173
CGC,0.525154,594
CGC-L,0.543445,307
CGC-R,0.505589,287
CR,0.485106,7344
CR-L,0.489407,3608
CR-R,0.480953,3736
CST,0.525319,642
CST-L,0.535341,332
CST-R,0.514585,310
EC,0.446934,2896
EC-L,0.450796,1445
EC-R,0.443088,1451
FX,0.425798,222
GCC,0.703046,1834
IC,0.612266,4781
IC-L,0.613171,2328
IC-R,0.611406,2453
IFO,0.476926,88
IFO-L,0.471249,40
IFO-R,0.481657,48
PCR-L,0.491154,677
PCR-R,0.486239,760
PLIC-L,0.66026,883
PLIC-R,0.662688,892
PTR,0.559243,1987
PTR-L,0.570853,978
PTR-R,0.54799,1009
RLIC-L,0.596258,726
RLIC-R,0.578239,770
SCC,0.715456,2311
SCR-L,0.471054,1362
SCR-R,0.457789,1416
SFO,0.472947,193
SFO-L,0.456065,95
SFO-R,0.489312,98
SLF,0.487896,3503
SLF-L,0.488401,1733
SLF-R,0.487401,1770
SS,0.551251,1294
SS-L,0.565101,648
SS-R,0.537359,646
UNC-L,0.515171,51
UNC-R,0.517233,74
