Tract,Average,nVoxels
ACR-L,0.454835,1569
ACR-R,0.458821,1560
ALIC-L,0.565983,719
ALIC-R,0.557295,791
AverageFA,0.388803,117110
BCC,0.561707,3173
CGC,0.544163,594
CGC-L,0.569508,307
CGC-R,0.517052,287
CR,0.450578,7344
CR-L,0.453601,3608
CR-R,0.44766,3736
CST,0.616952,642
CST-L,0.618359,332
CST-R,0.615446,310
EC,0.411544,2896
EC-L,0.416632,1445
EC-R,0.406477,1451
FX,0.351427,222
GCC,0.656175,1834
IC,0.580228,4781
IC-L,0.594416,2328
IC-R,0.566762,2453
IFO,0.459952,88
IFO-L,0.414603,40
IFO-R,0.497743,48
PCR-L,0.424406,677
PCR-R,0.45931,760
PLIC-L,0.627005,883
PLIC-R,0.61335,892
PTR,0.491403,1987
PTR-L,0.501998,978
PTR-R,0.481133,1009
RLIC-L,0.58294,726
RLIC-R,0.522518,770
SCC,0.682546,2311
SCR-L,0.46669,1362
SCR-R,0.429111,1416
SFO,0.46722,193
SFO-L,0.438623,95
SFO-R,0.494942,98
SLF,0.461635,3503
SLF-L,0.473407,1733
SLF-R,0.45011,1770
SS,0.50641,1294
SS-L,0.521607,648
SS-R,0.491165,646
UNC-L,0.526806,51
UNC-R,0.473529,74
