Tract,Average,nVoxels
ACR-L,0.437427,1569
ACR-R,0.419844,1560
ALIC-L,0.517674,719
ALIC-R,0.49555,791
AverageFA,0.389969,117137
BCC,0.598239,3173
CGC,0.570941,594
CGC-L,0.611536,307
CGC-R,0.527517,287
CR,0.459376,7344
CR-L,0.462652,3608
CR-R,0.456212,3736
CST,0.620736,642
CST-L,0.621765,332
CST-R,0.619635,310
EC,0.378821,2896
EC-L,0.379568,1445
EC-R,0.378078,1451
FX,0.425007,222
GCC,0.624054,1834
IC,0.57576,4781
IC-L,0.586822,2328
IC-R,0.565263,2453
IFO,0.435906,88
IFO-L,0.432822,40
IFO-R,0.438476,48
PCR-L,0.473742,677
PCR-R,0.470443,760
PLIC-L,0.669175,883
PLIC-R,0.666424,892
PTR,0.51744,1987
PTR-L,0.509047,978
PTR-R,0.525576,1009
RLIC-L,0.555141,726
RLIC-R,0.519687,770
SCC,0.709555,2311
SCR-L,0.486198,1362
SCR-R,0.488641,1416
SFO,0.461102,193
SFO-L,0.465607,95
SFO-R,0.456735,98
SLF,0.496385,3503
SLF-L,0.493854,1733
SLF-R,0.498864,1770
SS,0.472683,1294
SS-L,0.485647,648
SS-R,0.459678,646
UNC-L,0.462716,51
UNC-R,0.487959,74
