Tract,Average,nVoxels
ACR-L,0.459843,1569
ACR-R,0.468522,1560
ALIC-L,0.567135,719
ALIC-R,0.571758,791
AverageFA,0.402101,117139
BCC,0.609196,3173
CGC,0.524434,594
CGC-L,0.5448,307
CGC-R,0.502649,287
CR,0.472444,7344
CR-L,0.471041,3608
CR-R,0.473799,3736
CST,0.531253,642
CST-L,0.53912,332
CST-R,0.522828,310
EC,0.402865,2896
EC-L,0.397181,1445
EC-R,0.408526,1451
FX,0.43236,222
GCC,0.690154,1834
IC,0.614149,4781
IC-L,0.618114,2328
IC-R,0.610386,2453
IFO,0.451319,88
IFO-L,0.430855,40
IFO-R,0.468372,48
PCR-L,0.469625,677
PCR-R,0.484014,760
PLIC-L,0.683201,883
PLIC-R,0.665121,892
PTR,0.567018,1987
PTR-L,0.579374,978
PTR-R,0.555042,1009
RLIC-L,0.589438,726
RLIC-R,0.586661,770
SCC,0.72451,2311
SCR-L,0.484645,1362
SCR-R,0.474129,1416
SFO,0.497804,193
SFO-L,0.498865,95
SFO-R,0.496775,98
SLF,0.465784,3503
SLF-L,0.457441,1733
SLF-R,0.473952,1770
SS,0.529614,1294
SS-L,0.530993,648
SS-R,0.528231,646
UNC-L,0.49167,51
UNC-R,0.479913,74
