Tract,Average,nVoxels
ACR-L,0.519304,1569
ACR-R,0.534199,1560
ALIC-L,0.564263,719
ALIC-R,0.555208,791
AverageFA,0.40914,117139
BCC,0.611614,3173
CGC,0.515651,594
CGC-L,0.525176,307
CGC-R,0.505463,287
CR,0.47841,7344
CR-L,0.47332,3608
CR-R,0.483326,3736
CST,0.582431,642
CST-L,0.58091,332
CST-R,0.584059,310
EC,0.414541,2896
EC-L,0.42049,1445
EC-R,0.408617,1451
FX,0.39573,222
GCC,0.692256,1834
IC,0.594106,4781
IC-L,0.600273,2328
IC-R,0.588252,2453
IFO,0.435482,88
IFO-L,0.456426,40
IFO-R,0.418029,48
PCR-L,0.437737,677
PCR-R,0.459666,760
PLIC-L,0.650615,883
PLIC-R,0.64376,892
PTR,0.537054,1987
PTR-L,0.530124,978
PTR-R,0.543772,1009
RLIC-L,0.574708,726
RLIC-R,0.557895,770
SCC,0.721096,2311
SCR-L,0.438034,1362
SCR-R,0.439979,1416
SFO,0.499277,193
SFO-L,0.486108,95
SFO-R,0.512042,98
SLF,0.469363,3503
SLF-L,0.481561,1733
SLF-R,0.45742,1770
SS,0.542891,1294
SS-L,0.570837,648
SS-R,0.514858,646
UNC-L,0.426334,51
UNC-R,0.46212,74
