Tract,Average,nVoxels
ACR-L,0.387376,1569
ACR-R,0.397705,1560
ALIC-L,0.483972,719
ALIC-R,0.447584,791
AverageFA,0.329751,117131
BCC,0.459847,3173
CGC,0.405252,594
CGC-L,0.430152,307
CGC-R,0.378617,287
CR,0.383917,7344
CR-L,0.386846,3608
CR-R,0.381088,3736
CST,0.441247,642
CST-L,0.450142,332
CST-R,0.431721,310
EC,0.330209,2896
EC-L,0.334596,1445
EC-R,0.32584,1451
FX,0.285019,222
GCC,0.553695,1834
IC,0.52192,4781
IC-L,0.533379,2328
IC-R,0.511045,2453
IFO,0.362948,88
IFO-L,0.332454,40
IFO-R,0.38836,48
PCR-L,0.413935,677
PCR-R,0.368049,760
PLIC-L,0.58186,883
PLIC-R,0.591918,892
PTR,0.464839,1987
PTR-L,0.483269,978
PTR-R,0.446975,1009
RLIC-L,0.523346,726
RLIC-R,0.48255,770
SCC,0.599007,2311
SCR-L,0.37277,1362
SCR-R,0.36978,1416
SFO,0.412213,193
SFO-L,0.405323,95
SFO-R,0.418893,98
SLF,0.379108,3503
SLF-L,0.405124,1733
SLF-R,0.353636,1770
SS,0.471735,1294
SS-L,0.495459,648
SS-R,0.447937,646
UNC-L,0.454607,51
UNC-R,0.417418,74
