Tract,Average,nVoxels
ACR-L,0.334545,1569
ACR-R,0.337218,1560
ALIC-L,0.489364,719
ALIC-R,0.504265,791
AverageFA,0.342747,117139
BCC,0.474696,3173
CGC,0.383129,594
CGC-L,0.389374,307
CGC-R,0.376448,287
CR,0.399157,7344
CR-L,0.408876,3608
CR-R,0.389772,3736
CST,0.508004,642
CST-L,0.521774,332
CST-R,0.493256,310
EC,0.338846,2896
EC-L,0.335899,1445
EC-R,0.34178,1451
FX,0.230234,222
GCC,0.541796,1834
IC,0.554487,4781
IC-L,0.550966,2328
IC-R,0.557827,2453
IFO,0.382506,88
IFO-L,0.370111,40
IFO-R,0.392835,48
PCR-L,0.418042,677
PCR-R,0.386782,760
PLIC-L,0.635992,883
PLIC-R,0.645557,892
PTR,0.464529,1987
PTR-L,0.472648,978
PTR-R,0.456659,1009
RLIC-L,0.508562,726
RLIC-R,0.511221,770
SCC,0.62535,2311
SCR-L,0.489947,1362
SCR-R,0.449275,1416
SFO,0.443672,193
SFO-L,0.445932,95
SFO-R,0.441481,98
SLF,0.402505,3503
SLF-L,0.405709,1733
SLF-R,0.399367,1770
SS,0.430586,1294
SS-L,0.435392,648
SS-R,0.425765,646
UNC-L,0.445402,51
UNC-R,0.418248,74
