Tract,Average,nVoxels
ACR-L,0.463338,1569
ACR-R,0.477269,1560
ALIC-L,0.537292,719
ALIC-R,0.543589,791
AverageFA,0.395568,117139
BCC,0.630246,3173
CGC,0.495379,594
CGC-L,0.523237,307
CGC-R,0.465579,287
CR,0.461833,7344
CR-L,0.45579,3608
CR-R,0.46767,3736
CST,0.542312,642
CST-L,0.526963,332
CST-R,0.55875,310
EC,0.414494,2896
EC-L,0.404985,1445
EC-R,0.423964,1451
FX,0.373549,222
GCC,0.672566,1834
IC,0.58665,4781
IC-L,0.584274,2328
IC-R,0.588905,2453
IFO,0.454297,88
IFO-L,0.427154,40
IFO-R,0.476917,48
PCR-L,0.424557,677
PCR-R,0.458822,760
PLIC-L,0.653419,883
PLIC-R,0.660424,892
PTR,0.527093,1987
PTR-L,0.513611,978
PTR-R,0.54016,1009
RLIC-L,0.546704,726
RLIC-R,0.552606,770
SCC,0.679115,2311
SCR-L,0.46262,1362
SCR-R,0.461843,1416
SFO,0.47425,193
SFO-L,0.479546,95
SFO-R,0.469116,98
SLF,0.437072,3503
SLF-L,0.430956,1733
SLF-R,0.44306,1770
SS,0.495244,1294
SS-L,0.500941,648
SS-R,0.489529,646
UNC-L,0.422681,51
UNC-R,0.517616,74
