Tract,Average,nVoxels
ACR-L,0.518089,1569
ACR-R,0.487905,1560
ALIC-L,0.57392,719
ALIC-R,0.582094,791
AverageFA,0.425596,117130
BCC,0.620538,3173
CGC,0.55853,594
CGC-L,0.565398,307
CGC-R,0.551184,287
CR,0.503544,7344
CR-L,0.505883,3608
CR-R,0.501284,3736
CST,0.570013,642
CST-L,0.559763,332
CST-R,0.580991,310
EC,0.443454,2896
EC-L,0.439373,1445
EC-R,0.447519,1451
FX,0.376191,222
GCC,0.727017,1834
IC,0.633618,4781
IC-L,0.636524,2328
IC-R,0.630861,2453
IFO,0.456464,88
IFO-L,0.466369,40
IFO-R,0.448209,48
PCR-L,0.489314,677
PCR-R,0.473797,760
PLIC-L,0.687126,883
PLIC-R,0.67619,892
PTR,0.573358,1987
PTR-L,0.60078,978
PTR-R,0.546778,1009
RLIC-L,0.636978,726
RLIC-R,0.628448,770
SCC,0.716328,2311
SCR-L,0.500058,1362
SCR-R,0.530777,1416
SFO,0.486702,193
SFO-L,0.47471,95
SFO-R,0.498326,98
SLF,0.532167,3503
SLF-L,0.529484,1733
SLF-R,0.534794,1770
SS,0.581529,1294
SS-L,0.567564,648
SS-R,0.595538,646
UNC-L,0.517775,51
UNC-R,0.513887,74
