Tract,Average,nVoxels
ACR-L,0.471864,1569
ACR-R,0.46999,1560
ALIC-L,0.54114,719
ALIC-R,0.548258,791
AverageFA,0.401501,117139
BCC,0.636015,3173
CGC,0.496129,594
CGC-L,0.508143,307
CGC-R,0.483277,287
CR,0.463427,7344
CR-L,0.464763,3608
CR-R,0.462137,3736
CST,0.50986,642
CST-L,0.507014,332
CST-R,0.512908,310
EC,0.390234,2896
EC-L,0.385918,1445
EC-R,0.394533,1451
FX,0.340314,222
GCC,0.688296,1834
IC,0.598548,4781
IC-L,0.606573,2328
IC-R,0.590931,2453
IFO,0.415714,88
IFO-L,0.387647,40
IFO-R,0.439103,48
PCR-L,0.445957,677
PCR-R,0.47526,760
PLIC-L,0.679715,883
PLIC-R,0.658168,892
PTR,0.524647,1987
PTR-L,0.521766,978
PTR-R,0.527439,1009
RLIC-L,0.582415,726
RLIC-R,0.556879,770
SCC,0.689637,2311
SCR-L,0.46593,1362
SCR-R,0.446441,1416
SFO,0.47122,193
SFO-L,0.473926,95
SFO-R,0.468597,98
SLF,0.46233,3503
SLF-L,0.472131,1733
SLF-R,0.452734,1770
SS,0.537387,1294
SS-L,0.554043,648
SS-R,0.520679,646
UNC-L,0.427682,51
UNC-R,0.532964,74
