Tract,Average,nVoxels
ACR-L,0.42693,1569
ACR-R,0.438176,1560
ALIC-L,0.537499,719
ALIC-R,0.542379,791
AverageFA,0.396352,117135
BCC,0.626936,3173
CGC,0.518039,594
CGC-L,0.52597,307
CGC-R,0.509556,287
CR,0.446726,7344
CR-L,0.448918,3608
CR-R,0.44461,3736
CST,0.58977,642
CST-L,0.599522,332
CST-R,0.579325,310
EC,0.393623,2896
EC-L,0.388074,1445
EC-R,0.399149,1451
FX,0.377469,222
GCC,0.665555,1834
IC,0.59064,4781
IC-L,0.599715,2328
IC-R,0.582028,2453
IFO,0.466883,88
IFO-L,0.419979,40
IFO-R,0.505969,48
PCR-L,0.44609,677
PCR-R,0.44082,760
PLIC-L,0.675417,883
PLIC-R,0.670302,892
PTR,0.534091,1987
PTR-L,0.543315,978
PTR-R,0.525151,1009
RLIC-L,0.569257,726
RLIC-R,0.520499,770
SCC,0.719924,2311
SCR-L,0.475653,1362
SCR-R,0.453733,1416
SFO,0.457141,193
SFO-L,0.437547,95
SFO-R,0.476135,98
SLF,0.447772,3503
SLF-L,0.461516,1733
SLF-R,0.434315,1770
SS,0.485607,1294
SS-L,0.494114,648
SS-R,0.477074,646
UNC-L,0.469025,51
UNC-R,0.523804,74
