Tract,Average,nVoxels
ACR-L,0.385869,1569
ACR-R,0.395167,1560
ALIC-L,0.443407,719
ALIC-R,0.479363,791
AverageFA,0.362475,117133
BCC,0.522914,3173
CGC,0.417964,594
CGC-L,0.433381,307
CGC-R,0.401472,287
CR,0.415093,7344
CR-L,0.414244,3608
CR-R,0.415913,3736
CST,0.465864,642
CST-L,0.456993,332
CST-R,0.475364,310
EC,0.352317,2896
EC-L,0.340937,1445
EC-R,0.36365,1451
FX,0.344706,222
GCC,0.582416,1834
IC,0.535985,4781
IC-L,0.534567,2328
IC-R,0.537331,2453
IFO,0.350614,88
IFO-L,0.328563,40
IFO-R,0.36899,48
PCR-L,0.441768,677
PCR-R,0.436016,760
PLIC-L,0.606304,883
PLIC-R,0.618506,892
PTR,0.51007,1987
PTR-L,0.515887,978
PTR-R,0.504432,1009
RLIC-L,0.537598,726
RLIC-R,0.502843,770
SCC,0.670094,2311
SCR-L,0.43325,1362
SCR-R,0.427978,1416
SFO,0.384715,193
SFO-L,0.390481,95
SFO-R,0.379126,98
SLF,0.41446,3503
SLF-L,0.405953,1733
SLF-R,0.42279,1770
SS,0.472061,1294
SS-L,0.475243,648
SS-R,0.468869,646
UNC-L,0.449804,51
UNC-R,0.457182,74
