Tract,Average,nVoxels
ACR-L,0.478912,1569
ACR-R,0.481242,1560
ALIC-L,0.563462,719
ALIC-R,0.564368,791
AverageFA,0.400655,117139
BCC,0.614674,3173
CGC,0.520149,594
CGC-L,0.548119,307
CGC-R,0.490229,287
CR,0.453264,7344
CR-L,0.451663,3608
CR-R,0.454811,3736
CST,0.494717,642
CST-L,0.481406,332
CST-R,0.508972,310
EC,0.419659,2896
EC-L,0.416466,1445
EC-R,0.422838,1451
FX,0.416428,222
GCC,0.676437,1834
IC,0.605587,4781
IC-L,0.610773,2328
IC-R,0.600666,2453
IFO,0.438245,88
IFO-L,0.411553,40
IFO-R,0.460488,48
PCR-L,0.410373,677
PCR-R,0.432133,760
PLIC-L,0.646721,883
PLIC-R,0.636952,892
PTR,0.536485,1987
PTR-L,0.528666,978
PTR-R,0.544064,1009
RLIC-L,0.613907,726
RLIC-R,0.595918,770
SCC,0.701493,2311
SCR-L,0.440797,1362
SCR-R,0.437863,1416
SFO,0.450098,193
SFO-L,0.44095,95
SFO-R,0.458966,98
SLF,0.446861,3503
SLF-L,0.433512,1733
SLF-R,0.459931,1770
SS,0.537274,1294
SS-L,0.531252,648
SS-R,0.543315,646
UNC-L,0.439133,51
UNC-R,0.495409,74
