Tract,Average,nVoxels
ACR-L,0.508844,1569
ACR-R,0.492791,1560
ALIC-L,0.567738,719
ALIC-R,0.576747,791
AverageFA,0.419077,117138
BCC,0.638772,3173
CGC,0.524632,594
CGC-L,0.548048,307
CGC-R,0.499584,287
CR,0.491146,7344
CR-L,0.498911,3608
CR-R,0.483647,3736
CST,0.512729,642
CST-L,0.496548,332
CST-R,0.530059,310
EC,0.457331,2896
EC-L,0.454645,1445
EC-R,0.460006,1451
FX,0.407107,222
GCC,0.67984,1834
IC,0.61258,4781
IC-L,0.625082,2328
IC-R,0.600716,2453
IFO,0.496519,88
IFO-L,0.468852,40
IFO-R,0.519575,48
PCR-L,0.492715,677
PCR-R,0.486345,760
PLIC-L,0.673331,883
PLIC-R,0.652216,892
PTR,0.559394,1987
PTR-L,0.566216,978
PTR-R,0.552782,1009
RLIC-L,0.62319,726
RLIC-R,0.565678,770
SCC,0.71481,2311
SCR-L,0.490548,1362
SCR-R,0.472125,1416
SFO,0.486971,193
SFO-L,0.489785,95
SFO-R,0.484244,98
SLF,0.478506,3503
SLF-L,0.49092,1733
SLF-R,0.466351,1770
SS,0.553434,1294
SS-L,0.570895,648
SS-R,0.535919,646
UNC-L,0.493837,51
UNC-R,0.515975,74
