Tract,Average,nVoxels
ACR-L,0.380135,1569
ACR-R,0.366241,1560
ALIC-L,0.467602,719
ALIC-R,0.478614,791
AverageFA,0.354749,117138
BCC,0.483553,3173
CGC,0.423611,594
CGC-L,0.427098,307
CGC-R,0.41988,287
CR,0.422366,7344
CR-L,0.425883,3608
CR-R,0.418971,3736
CST,0.605692,642
CST-L,0.600407,332
CST-R,0.611353,310
EC,0.354544,2896
EC-L,0.350304,1445
EC-R,0.358767,1451
FX,0.261088,222
GCC,0.553157,1834
IC,0.576096,4781
IC-L,0.567206,2328
IC-R,0.584534,2453
IFO,0.416946,88
IFO-L,0.380747,40
IFO-R,0.447112,48
PCR-L,0.421769,677
PCR-R,0.43699,760
PLIC-L,0.692005,883
PLIC-R,0.734914,892
PTR,0.499259,1987
PTR-L,0.489119,978
PTR-R,0.509088,1009
RLIC-L,0.514064,726
RLIC-R,0.519135,770
SCC,0.657099,2311
SCR-L,0.480628,1362
SCR-R,0.467391,1416
SFO,0.432224,193
SFO-L,0.428297,95
SFO-R,0.436031,98
SLF,0.408778,3503
SLF-L,0.406128,1733
SLF-R,0.411373,1770
SS,0.464401,1294
SS-L,0.473144,648
SS-R,0.45563,646
UNC-L,0.442493,51
UNC-R,0.568336,74
