Tract,Average,nVoxels
ACR-L,0.421007,1569
ACR-R,0.424817,1560
ALIC-L,0.491342,719
ALIC-R,0.503815,791
AverageFA,0.384288,117120
BCC,0.601687,3173
CGC,0.475204,594
CGC-L,0.509723,307
CGC-R,0.43828,287
CR,0.451127,7344
CR-L,0.447277,3608
CR-R,0.454844,3736
CST,0.49515,642
CST-L,0.509741,332
CST-R,0.479524,310
EC,0.384385,2896
EC-L,0.38636,1445
EC-R,0.382418,1451
FX,0.381921,222
GCC,0.640178,1834
IC,0.563584,4781
IC-L,0.563352,2328
IC-R,0.563803,2453
IFO,0.462389,88
IFO-L,0.458909,40
IFO-R,0.46529,48
PCR-L,0.440503,677
PCR-R,0.467676,760
PLIC-L,0.668793,883
PLIC-R,0.67446,892
PTR,0.501167,1987
PTR-L,0.489922,978
PTR-R,0.512066,1009
RLIC-L,0.506426,726
RLIC-R,0.497238,770
SCC,0.71739,2311
SCR-L,0.480908,1362
SCR-R,0.481037,1416
SFO,0.434999,193
SFO-L,0.432002,95
SFO-R,0.437904,98
SLF,0.428581,3503
SLF-L,0.422046,1733
SLF-R,0.434979,1770
SS,0.46922,1294
SS-L,0.482789,648
SS-R,0.455609,646
UNC-L,0.524195,51
UNC-R,0.540109,74
