Tract,Average,nVoxels
ACR-L,0.455134,1569
ACR-R,0.455819,1560
ALIC-L,0.505225,719
ALIC-R,0.495542,791
AverageFA,0.390427,117139
BCC,0.62902,3173
CGC,0.472569,594
CGC-L,0.492955,307
CGC-R,0.450762,287
CR,0.464894,7344
CR-L,0.480027,3608
CR-R,0.450278,3736
CST,0.559045,642
CST-L,0.57145,332
CST-R,0.545759,310
EC,0.385488,2896
EC-L,0.380736,1445
EC-R,0.39022,1451
FX,0.359162,222
GCC,0.664408,1834
IC,0.587984,4781
IC-L,0.614925,2328
IC-R,0.562416,2453
IFO,0.459412,88
IFO-L,0.469005,40
IFO-R,0.451418,48
PCR-L,0.463642,677
PCR-R,0.444412,760
PLIC-L,0.76581,883
PLIC-R,0.663935,892
PTR,0.497354,1987
PTR-L,0.512016,978
PTR-R,0.483142,1009
RLIC-L,0.540053,726
RLIC-R,0.513511,770
SCC,0.71797,2311
SCR-L,0.516848,1362
SCR-R,0.447323,1416
SFO,0.421534,193
SFO-L,0.423265,95
SFO-R,0.419856,98
SLF,0.456734,3503
SLF-L,0.476438,1733
SLF-R,0.437441,1770
SS,0.473861,1294
SS-L,0.472899,648
SS-R,0.474827,646
UNC-L,0.558304,51
UNC-R,0.532596,74
