Tract,Average,nVoxels
ACR-L,0.423617,1569
ACR-R,0.441439,1560
ALIC-L,0.56796,719
ALIC-R,0.54969,791
AverageFA,0.369786,116984
BCC,0.469801,3173
CGC,0.444439,594
CGC-L,0.452134,307
CGC-R,0.436207,287
CR,0.440411,7344
CR-L,0.441456,3608
CR-R,0.439402,3736
CST,0.483358,642
CST-L,0.469348,332
CST-R,0.498362,310
EC,0.403924,2896
EC-L,0.402717,1445
EC-R,0.405126,1451
FX,0.242871,222
GCC,0.58869,1834
IC,0.591644,4781
IC-L,0.612489,2328
IC-R,0.571861,2453
IFO,0.417568,88
IFO-L,0.379746,40
IFO-R,0.449086,48
PCR-L,0.405582,677
PCR-R,0.385727,760
PLIC-L,0.692164,883
PLIC-R,0.626294,892
PTR,0.419426,1987
PTR-L,0.430016,978
PTR-R,0.409162,1009
RLIC-L,0.559684,726
RLIC-R,0.531579,770
SCC,0.640848,2311
SCR-L,0.479838,1362
SCR-R,0.465966,1416
SFO,0.396201,193
SFO-L,0.403658,95
SFO-R,0.388972,98
SLF,0.431784,3503
SLF-L,0.436875,1733
SLF-R,0.4268,1770
SS,0.442566,1294
SS-L,0.457806,648
SS-R,0.427278,646
UNC-L,0.414301,51
UNC-R,0.364104,74
